brand,model,version,price,kilometraje,cylinder,city,region,year,fuel_type,transmission,doors,plate,description,only_owner,never_bumped,checked_maintenance,state
DODGE,DURANGO,,16000000,118455,3.6,Las Condes,13,2015,gasolina,automatico,5,HGVJ19,"Dodge Durango 3.6 Limited 4WD 2015
- Única dueña
- 118.455 kms
- Todas sus mantenciones al día 
- Neumáticos en buen estado
- Sistema de audio y conexión Bluetooth
- Cámara de retroceso
- Sensores de retroceso
- Espejos eléctricos
- Mandos al volante
- Velocidad crucero
- Sistema KeyLess
- Botón Start - Stop
- SunRoof
- Televisión en Segunda Corrida (En el respaldo del asiento del piloto y copiloto)
- Tercera corrida de asientos
- Aire Acondicionado
- Permiso de circulación y revisión técnica al día
Opción de Financiamiento y Pago con tarjetas de crédito",True,True,,1
TOYOTA,HILUX,,15450000,76000,,Macul,13,2018,,,,RAAR00,"4 X 4
mecánica
Radio con pantalla
Llantas
Neumáticos nuevos
Pisaderas
Antivuelco
Cámara retroceso
Diesel
Solo 76.xxx KMS
Full Equipo",,,,1
AUDI,A3,,9990000,96413,,Vitacura,13,2014,,,,GHVC65,"El Audi A3 1.4 Sportback TFSI Aut. ofrece un equipamiento de lujo y funcionalidad. Destaca por su motor TFSI de 1.4 litros, caja de cambios automática, sistema de navegación, asientos deportivos de cuero, climatizador automático, volante multifunción, pantalla MMI, conectividad Bluetooth, sensores de estacionamiento, control de crucero, llantas de aleación, faros LED, sistema de audio de alta calidad, asistente de arranque en pendiente, y múltiples airbags para la seguridad.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito. ",,,,1
PEUGEOT,3008,,19400000,25000,,Las Condes,13,2022,,,,XXXO01,,,,,1
HYUNDAI,GRAND I10,,7490000,59000,,Las Condes,13,2021,,,,PJGD28,,,,,1
FORD,RANGER,"XL 3,2 LTS. DOHC PICK UP DOBLE CABINA 4P. 4X2 T/M MOTOR DIÉSEL",9990000,228000,3.2,Temuco,9,2015,diesel,mecanico,4,HBCG35,"Versión XLT 3.2 MT 4x2

- Muy buen estado
- Neumaticos nuevos
- Pisaderas y barra original.
Detalles:
- A/C descargado.
- Alzavidrios trasero malo.

Visitas en Av. Alemania #1615",,True,,1
VOLKSWAGEN,TAOS,,19490000,19000,,Las Condes,13,2023,,,,SXVK43,,,,,1
FORD,TERRITORY,,15990000,38000,,Las Condes,13,2022,,,,RRHR75,,,,,1
TOYOTA,COROLLA,,8980000,78000,,Vitacura,13,2019,,,,LCXB42," El Toyota Corolla 1.8 Otto Aut. UNIDAD DE REMATE, ofrece un equipamiento elegante y funcional. Cuenta con una transmisión automática que brinda comodidad en la conducción, sistema de infoentretenimiento con pantalla táctil, control de crucero, aire acondicionado, asientos cómodos y ajustables, múltiples airbags para seguridad, sistema de frenado antibloqueo (ABS), cámara de visión trasera, llantas de aleación, faros LED, y un diseño aerodinámico que combina estilo y eficiencia.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito.",,,,1
MG,HS,,12990000,20100,,Cerrillos,13,2023,,,,STLC46,,,,,1
M. BENZ,A200,,20490000,72000,,Las Condes,13,2020,,,,LZYJ93,,,,,1
JAGUAR,XF,"5,0 LTS. V8 DOHC SEDÁN 4P. T/A MOTOR OTTO",14000000,100000,,Vitacura,13,2013,,automatico,,FDRX95,"Con todas la mantenciones al día. 
Neumáticos y frenos recién cambiados.",True,,,1
CHERY,TIGGO 3,,9590000,11100,,Cerrillos,13,2022,,,,RKFD51,,,,,1
MINI,COUNTRYMAN,,32900000,34200,,Lo Barnechea,13,2023,,,,SLLY51,,,,,1
ALFA ROMEO,STELVIO,,36900000,34900,,Lo Barnechea,13,2021,,,,PRCW39,,,,,1
M. BENZ,GLE,,69990000,31000,,Las Condes,13,2021,,,,PTRW73,,,,,1
JEEP,CHEROKEE,"LONGITUDE 2,4 LTS. STATION WAGON 5P. T/A AWD OTTO",13990000,83000,2.4,Las Condes,13,2015,gasolina,automatico,5,GSZZ68,"BUENISIMO...!!
TIPTRONIC
CRUCERO
SELEC TERRAIN
MANOS LIBRES
BLUETOOTH
7 AIRBAG
PANTALLA TOUCH
LIMITADOR DE VELOCIDAD
CLIMATIZADOR
CONTROL DE ESTABILIDAD
CAMARA Y SENSOR DE RETROCESO
DOBLE NEBLINEROS
COPIA DE LLAVES
RECIBO VEHICULO EN PARTE DE PAGO
CREDITOS AUTOMOTRIZ
TARJETAS DE CREDITOS
SEGUROS AUTOMOTRZ
TRAMITES NOTARIALES Y DIGITALES
WWW.AUTOMOTIVECONSULTING.CL",,True,,1
CHERY,PRO TIGGO 2,,8590000,25500,,Cerrillos,13,2022,,,,RRYC88,,,,,1
FORD,F-150,,23900000,75800,,Lo Barnechea,13,2020,,,,PBXK29,,,,,1
M. BENZ,A250,,39900000,20,,Lo Barnechea,13,2023,,,,TBYR71,,,,,1
DODGE,JOURNEY,"R/T 2,4 LTS. STATION WAGON 5P. 5 ASIENTOS T/A OTTO",12990000,1111,2.4,Conchalí,13,2017,gasolina,automatico,5,JFBB90,,True,True,,1
BMW,X-5,,56900000,31800,,Lo Barnechea,13,2022,,,,RVVK95,,,,,1
FORD,MUSTANG,,38900000,24800,,Lo Barnechea,13,2022,,,,RPWL44,,,,,1
BMW,X-5,,48900000,51500,,Lo Barnechea,13,2019,,,,LRRJ97,,,,,1
FIAT,500X,"CROSS AWD AT9 TURBO 170 CV 1,4 LTS. HATCHBACK 5P. T/A 4X4 OTTO",13190000,82000,1.4,Las Condes,13,2019,gasolina,automatico,5,LJRD62,"FIAT 500X Cross Automático 4x4 Excelente estado.
Modos de manejo (sport, confort, off road), paddle shifts, conexión Android Auto y Apple Car Play, Sunroof panorámico, llantas aro 18, llanta de repuesto de tamaño original, neumáticos delanteros nuevos, tapiz de cuero, cámara de retroceso, climatizador bi zona, control crucero adaptativo, alerta y asistencia de mantenimiento de carril, frenado de emergencia autónomo, frenos ABS, 6 airbags.

Vendo por renovación, segundo dueño, mantenciones en la marca.
Acepto ofertas razonables.",,True,True,1
JAGUAR,F-PACE,,53900000,11700,,Lo Barnechea,13,2021,,,,RBFF23,,,,,1
M. BENZ,GLC,,33900000,52100,,Lo Barnechea,13,2018,,,,KDXD68,,,,,1
BMW,116,,14490000,150000,,Temuco,9,2014,,,,GDYS29,,,,,1
M. BENZ,GLB,,33900000,15800,,Lo Barnechea,13,2023,,,,SKPF96,,,,,1
SUBARU,OUTBACK,"2,5 LTS. DOHC STATION WAGON 5P. 4X4 T/A CVT MOTOR OTTO",14500000,83345,2.5,Lo Barnechea,13,2016,gasolina,automatico,5,HVGD21,,True,True,True,1
VOLKSWAGEN,AMAROK,,25900000,23600,,Quillota,5,2023,,,,SFKJ50,,,,,1
RAM,1500,,38900000,58300,,Lo Barnechea,13,2020,,,,LSKZ58,,,,,1
NISSAN,NP300,,9980000,120000,,Cerrillos,13,2016,,,,HWBB45,,,,,1
VOLKSWAGEN,GOLF,"GTI 2,0 LTS. HATCHBACK 5P. T/A OTTO",20990000,68820,2.0,Las Condes,13,2019,gasolina,automatico,4,XXXC32,"Auto con mas de 4 millones en extras de equipamiento.
Detalle de extras por orden de abecedario.
Amortiguación Springs H&R
Catback borla
Discos sport stoptech
Dogbone neuspeed
Downpipe wagnertuning
Intake injen
Intercooler wagnertuning
Lineas de freno mejoradas Racingline
Llantas TCR 18”
Pastillas sport Hawk",,,,1
M. BENZ,C200,,49900000,3500,,Lo Barnechea,13,2024,,,,TBBC47,,,,,1
SUZUKI,SWIFT,,7500000,135000,,Vitacura,13,2018,,,,KBJB44,"El Suzuki Swift 1.2 MEC. incluye aire acondicionado, sistema de audio con pantalla táctil, Bluetooth, USB y AUX, volante multifunción, vidrios eléctricos, espejos eléctricos, cierre centralizado, airbags frontales y laterales, frenos ABS con EBD, control de estabilidad, asientos traseros abatibles, luces diurnas LED y llantas de aleación.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito.",,,,1
LAND ROVER,RANGE ROVER,,65900000,5200,,Lo Barnechea,13,2023,,,,SHRZ22,,,,,1
BMW,220,,19590000,87000,,Las Condes,13,2017,,,,XXXQ13,"– Motor 2.0
– Automático
– Stage 1
– Control al volante
– Velocidad crucero
– Sunroof
– Luces LED
– Bluetooth
– Sensores de retroceso
– Paddle Shift
– Modos de manejo
– SmartKey
– Llantas nuevas
– Neumáticos runflat nuevos
– Mantenciones recién hechas en Williamson Balfour",,,,1
JAGUAR,E-PACE,,49900000,33300,,Lo Barnechea,13,2022,,,,RYKT91,,,,,1
CITROEN,BERLINGO,VU 1.5 100 CVM6 STT L1,10990000,99000,1.5,Temuco,9,2021,diesel,mecanico,4,PLGB30,"Exelente Estado, full equipo.
- Financiamiento hasta 48 meses.
- Pie desde 30%.
- Aprobación en minutos.

Alternartivas de Garantia mecanica desde 3 a 6 meses, con coberturas a traves de Garantiauto*.

Contactos:
Enrique Chureo +56991811283
Daniel Pacheco +56987420811

Visitanos en Av. Alemania #1615, Temuco.",,True,,1
BMW,X-5,,48900000,51500,,Lo Barnechea,13,2019,,,,LRRJ97,,,,,1
M. BENZ,CITAN,,9590000,80000,,Las Condes,13,2020,,,,XXXQ12,,,,,1
M. BENZ,GLS,,46900000,64500,,Lo Barnechea,13,2019,,,,KTWS93,,,,,1
JEEP,GRAND CHEROKEE,L LAREDO 3.6L 4X2,12990000,125000,3.6,Temuco,9,2014,gasolina,automatico,5,GHTW37,"Exelente Estado, full equipo.
- Financiamiento hasta 48 meses.
- Pie desde 30%.
- Aprobación en minutos.

Alternartivas de Garantia mecanica desde 3 a 6 meses, con coberturas a traves de Garantiauto*.

Contactos:
Enrique Chureo +56991811283
Daniel Pacheco +56987420811

Visitanos en Av. Alemania #1615, Temuco.",,True,,1
SUZUKI,BALENO,"1,4 LTS. HATCHBACK 5P. T/A OTTO",8490000,60492,1.4,Conchalí,13,2020,gasolina,mecanico,5,PCTJ50,"-COMANDOS AL VOLANTE
-RADIO PANTALLA TOUCH
-NEBLINEROS",,True,True,1
AUDI,A3,,14190000,123000,,Macul,13,2016,,,,XXXX91,,,,,1
M. BENZ,S63,,79900000,41800,,Lo Barnechea,13,2016,,,,KFZW90,,,,,1
M. BENZ,A200,"1,6 LTS. HATCHBACK 5P. T/M OTTO",13990000,97000,1.6,Temuco,9,2016,gasolina,mecanico,5,HYRT37,"Exelente Estado, full equipo.
- Financiamiento hasta 48 meses.
- Pie desde 30%.
- Aprobación en minutos.

Alternartivas de Garantia mecanica desde 3 a 6 meses, con coberturas a traves de Garantiauto*.

Contactos:
Enrique Chureo +56991811283
Daniel Pacheco +56987420811

Visitanos en Av. Alemania #1615, Temuco.",,,,1
LAND ROVER,RANGE ROVER,,74900000,65000,,Lo Barnechea,13,2020,,,,PHPR97,,,,,1
VOLVO,V90,,29970000,73000,,Vitacura,13,2017,,,,JKSV83,"Espectacular, versión D5 Inscription, programa polestar de fabrica, CarPlay, climatizador dual, encendido star stop, diferentes modos de manejo, sistema star stop, cargador celular, freno electrónico, cortina traseras, portalón trasero eléctrico, Keyless equipo de sonido tope Bowers & Wilkins, asientos de cuero , asientos eléctricos con memorias , Cruise control activo, corrección de carril, navegador a bordo, sunroof panorámico, butacas, volante multifuncional, recibiríamos vehículo en pago, aceptamos tarjetas, gestionamos financiamiento automotriz, gestionaos notaria e inscripción , seguros y tag,  agenda tu visita, te esperamos...!!",,,,1
MASERATI,GHIBLI,,58900000,33400,,Lo Barnechea,13,2021,,,,PKZP19,,,,,1
OPEL,MOKKA,1.5TD 110 MT6,17990000,53000,1.5,Temuco,9,2023,diesel,mecanico,5,SXYZ60,"Exelente Estado, full equipo.
- Financiamiento hasta 48 meses.
- Pie desde 30%.
- Aprobación en minutos.

Alternartivas de Garantia mecanica desde 3 a 6 meses, con coberturas a traves de Garantiauto*.

Contactos:
Enrique Chureo +56991811283
Daniel Pacheco +56987420811

Visitanos en Av. Alemania #1615, Temuco.",True,True,True,1
JAGUAR,XE,,17600000,117000,,Lo Barnechea,13,2016,,,,HZGW64,,,,,1
VOLKSWAGEN,BORA,,9000000,128000,,Vitacura,13,2017,,,,JTDX99,"El Volkswagen Bora 1.4 Trendline Mec. ofrece un equipamiento básico y funcional. Presenta un motor de 1.4 litros, transmisión manual, dirección asistida, aire acondicionado, sistema de audio con radio y CD, conectividad Bluetooth, volante con ajuste de altura, cierre centralizado, elevalunas eléctricos, espejos retrovisores eléctricos, airbags frontales, frenos ABS, control de tracción, neumáticos de aleación ligera y un interior espacioso con asientos cómodos y ajustables.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito. ",,,,1
BMW,335,,22900000,66200,,Lo Barnechea,13,2016,,,,HRVW74,,,,,1
TOYOTA,TUNDRA,"5,7 LTS. PICK UP D/C 4P. T/A 4X4 OTTO",14990000,115000,5.7,Antofagasta,2,2013,gasolina,automatico,5,TYGR67,"TOYOTA
TUNDRA 4X4



✅ AÑO 2013
✅ 115.000 KM
✅ MOTOR 5.7 V8
✅ BENCINERO
✅ AUTOMÁTICA
✅ 6 AIR BAG
✅ PANTALLA TÁCTIL 
✅ ASIENTOS  CUERO
✅ SENSOR Y CAMARA DE RETROCESO 
✅ SENSOR DE PROXIMIDAD 
✅ 2 DUEÑOS
✅ AIRE ACONDICIONADO 
✅ LLANTAS ORIGINALES 
✅ GANCHO DE TIRO
✅ NEUMÁTICOS 50% 
✅ DOCUMENTACIÓN AL DÍA 
✅ TRANSFERENCIA INMEDIATA 


 $14.990.000


Contacto 965991691
@Rg_motorsport
contacto@rgmotorsport.cl",,True,,1
HONDA,FIT,,5980000,106100,,Providencia,13,2011,,,,CYYW45,,,,,1
SUZUKI,SWIFT,,7700000,63000,,Recoleta,13,2021,,,,PDTS18,,,,,1
MINI,COOPER,,30900000,20500,,Lo Barnechea,13,2022,,,,RYFB67,,,,,1
CHEVROLET,CAPTIVA,"1,5 LTRS. 7 ASIENTOS",14690000,21000,1.5,Antofagasta,2,2021,gasolina,automatico,5,TRGT56,"CHEVROLET 
Captiva 
Blanco


✅ AÑO 2021
✅ 21.000 KM
✅ MOTOR 1.5 turbo 
✅ BENCINERO
✅ MECANICO
✅ 6 AIR BAG
✅ ALZAVIDRIOS ELÉCTRICOS 
✅ ASIENTOS DE ECO CUERO
✅ CIERRE CENTRAL DE PUERTAS 
✅ AIRE ACONDICIONADO 
✅ 1 DUEÑOS
✅ MANTENCIÓN AL DÍA 
✅ VELOCIDAD CRUCERO
✅ CÁMARA DE RETROCESO
✅ NEBLINEROS 
✅RADIO DIGITAL 
✅ SUNROOF
✅ DOCUMENTACIÓN AL DÍA 
✅ TRANSFERENCIA INMEDIATA 


$ 14.690.000
Pie $2.998.000


Contacto 965911691
@rg__motorsport
contacto@rgmotorsport.cl",True,True,,1
BMW,135,,44900000,7900,,Lo Barnechea,13,2024,,,,TCPK96,,,,,1
FORD,RANGER,"XLT 3,2 LTS. PICK UP 4P. T/M 4X4 DIÉSEL",12990000,266413,3.2,Quilpué,5,2013,diesel,mecanico,4,FFKW88,"

EXCELENTE ESATADO, FULL EQUIPO, DIESEL, 4X4, AIRE ACONDICIONADO. ",,,,1
FORD,F-150,,52900000,44300,,Lo Barnechea,13,2020,,,,LRSV36,,,,,1
VOLKSWAGEN,TIGUAN,"1,4 LTS. STATION WAGON 7 ASIENTOS 5P. T/M OTTO",7990000,157000,1.4,Antofagasta,2,2014,gasolina,mecanico,5,FGYT56,"VOLKSWAGEN 
TIGUAN
TSI



✅ AÑO 2014
✅ 157.000 KM
✅ MOTOR 1.4 TURBO
✅ BENCINERO
✅ MECANICA
✅ 10 AIR BAG
✅ FRENOS DE DISCO EN LAS 4 RUEDAS
✅ ABS
✅ ASIENTOS  TELA
✅ 2 DUEÑOS
✅ NEBLINEROS
✅ AIRE ACONDICIONADO 
✅ LLANTAS ORIGINALES 
✅ NEUMÁTICOS 80% 
✅ DOCUMENTACIÓN AL DÍA 
✅ TRANSFERENCIA INMEDIATA 


 $7.990.000


Contacto 965991691
@Rg_motorsport
contacto@rgmotorsport.cl",,True,,1
FORD,EXPEDITION,,42900000,46900,,Lo Barnechea,13,2020,,,,LTKY62,,,,,1
RAM,1500,"LARAMIE CREW CAB 5,7 LTS. CAMIONETA DOBLE CABINA 4P. T/A 4X4 OTTO",49970000,19000,,Vitacura,13,2021,gasolina,automatico,4,SBDL32,"Solo 18.000 km aprox, asientos de cuero, eléctricos con memorias , encendido star stop, 4x4, diferentes modos de conducción, sunroof, manutenciones al día,   volante multifuncional , climatizador a bordo, alzavidrios eléctricos, sensor de estacionamientos , cámara marcha atrás, U-conet, calienta asientos, ventilación de asientos, calefacción de volante,  neblineros, alarma, cubre pickup cerrado., documentación al dia, llegar y manejar, aceptamos vehículo en pago, gestionamos financiamiento automotriz, gestionamos notaria e inscripción , gestionamos Seguros y TAG , somos  visita nuestra pagina y agenda tu visita, !!",,,,1
LAND ROVER,DEFENDER,,74900000,65800,,Lo Barnechea,13,2020,,,,PGKG77,,,,,1
KIA,SPORTAGE,,11980000,68000,2.0,Concón,5,2017,gasolina,automatico,5,JVLL51,"Garantizado.
Impecable estado general, versión LX automático, solo 68.000 Km.
Compra con :
- Financiamiento.
- Auto en pago.
- Contado.
- Tarjeta de crédito.",,True,,1
VOLVO,S60,,32900000,24100,,Lo Barnechea,13,2023,,,,SDYD70,,,,,1
FORD,BRONCO,,25900000,37700,,Lo Barnechea,13,2022,,,,RWWS57,,,,,1
KIA,RIO 5,,9890000,57600,,Cerrillos,13,2018,,,,KPGC22,,,,,1
VOLVO,S60,"T6 AWD 2,0 LTS. SEDÁN 4P. T/A OTTO",30990000,85000,2.0,Temuco,9,2021,gasolina,automatico,4,PJXR17,"VERSION INSCRIPTION

Exelente Estado, full equipo.
- Financiamiento hasta 48 meses.
- Pie desde 30%.
- Aprobación en minutos.

Alternartivas de Garantia mecanica desde 3 a 6 meses, con coberturas a traves de Garantiauto*.

Contactos:
Enrique Chureo +56991811283
Daniel Pacheco +56987420811

Visitanos en Av. Alemania #1615, Temuco.",True,True,True,1
PEUGEOT,308,,13900000,43000,,Lo Barnechea,13,2019,,,,LPBY27,,,,,1
MAZDA,MX5,,20900000,25400,,Lo Barnechea,13,2017,,,,JCWH93,,,,,1
MAZDA,MAZDA3,,12480000,64500,,Lo Barnechea,13,2019,,,,KWRV85,"Mantenimiento en la marca, único dueño, copia de llave, versión Sport, motor 2.000 CC, caja de cambios manual seis velocidades, volante multifuncional con velocidad crucero, computador a bordo, pantalla touch con cámara trasera de estacionamiento, faros de xenón, control de estabilidad, botón de encendido start stop.",True,True,True,1
TOYOTA,COROLLA,"1,6 SEDÁN 4P. T/A MOTOR OTTO",4200000,148000,1.6,San Miguel,13,2014,gasolina,mecanico,5,BBBC15,,,,,1
LAND ROVER,DISCOVERY,,34900000,81000,,Lo Barnechea,13,2018,,,,KRJF67,,,,,1
CHANGAN,CX70,,10190000,44100,,Cerrillos,13,2022,,,,RLSB79,,,,,1
VOLVO,XC90,,50900000,36900,,Lo Barnechea,13,2023,,,,SHZP71,,,,,1
MAZDA,6,,5900000,170000,,Independencia,13,2012,,,,DPJD96,,,,,1
PORSCHE,MACAN,,44900000,32000,,Lo Barnechea,13,2020,,,,LZGV89,,,,,1
AUDI,A4,,9900000,119000,,Viña del Mar,5,2011,,,,DGSS23,,,,,1
CAN AM,MAVERICK,,38900000,224,,Lo Barnechea,13,2023,,,,AA1010,,,,,1
NISSAN,KICKS,,12390000,32300,,Quilpué,5,2023,,,,SJRR80,,,,,1
KIA,STINGER,,25900000,61000,,Lo Barnechea,13,2018,,,,KKXG40,,,,,1
DFM,SX6,,8490000,49000,,Cerrillos,13,2020,,,,LXGV87,,,,,1
BMW,X1,,26700000,47500,,Vitacura,13,2022,,,,SCXX39,"La BMW X1 2.0 sDrive Diesel AUT ofrece un equipamiento de lujo y rendimiento: motor diésel de 2.0 litros, transmisión automática, control de estabilidad, frenos antibloqueo (ABS), asistencia de frenado, control de tracción, aire acondicionado dual, sistema de infoentretenimiento con pantalla táctil, conectividad Bluetooth, asientos de cuero con calefacción, techo solar panorámico, cámara de visión trasera, sensores de estacionamiento, y llantas de aleación. Es una opción elegante y versátil para la conducción diaria.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito.",True,,,1
NISSAN,QASHQAI,"2,0 DOHC STATION WAGON 5P. 4X2 T/M 5/7 ASIENTOS MOTOR OTTO",9890000,105000,2.0,Viña del Mar,5,2017,gasolina,mecanico,5,JKBS61,"VENTA NISSAN QASHQAI/2017/RECIBO EN PARTE PAGO/CREDITO AUTOMOTRIZ 
VALOR $9.890.000
_______________________
Marca:NISSAN
Modelo: QASHQAI
Versión: SENCE
Motor:2.0
Año: 2017
Transmisión:MECÁNICO 
Kilómetros: 105.000
Tracción:4x2
Color:GRIS PLATA 
Servicios: Particular 
Precio: $9.890.000
_____________________
Datos adicionales: 
*2 Llaves
*Full equipo 
*Buen Estado 
*Certificado Inspeccion 
*Informe  Check 
*Mantenimiento  al día.                                 *Sin Multas
*MODE DRIVE 
*Brindamos crédito Automotriz 
 20% pie minimo
*Podemos aceptar autos en parte de pago
Contacta a tu Asesor Comercial GO!CARS
Telef +56982053084  ",,True,True,1
NISSAN,TERRANO,"D22 2,5 TURBO DOHC PICK UP 4P. 4X2 T/M MOTOR DIÉSEL",5200000,181000,2.5,San Miguel,13,2005,diesel,mecanico,5,BBBC09,,,,,1
M. BENZ,A200,HATCHBACK,11990000,81000,1.6,Concepción,8,2015,gasolina,mecanico,5,GXFX17,"RECIEN LLEGADO, CONTACTAME AL 
+569-57656704",,,,1
M. BENZ,SL,,31900000,15900,,Lo Barnechea,13,1996,,,,XK7681,,,,,1
INFINITI,QX50,,25990000,36000,,Las Condes,13,2019,,,,LGRS97,,,,,1
FIAT,UNO,,6280000,62000,,Santiago,13,2019,,,,XXXW13,,,,,1
SUZUKI,BALENO,,7490000,63300,,Cerrillos,13,2019,,,,LKVG19,,,,,1
VOLKSWAGEN,GOL,,6980000,115169,,Santiago,13,2017,,,,XXXW11,,,,,1
DS,DS3,,22780000,38000,,Las Condes,13,2022,,,,RYLC93,"COLOR: BLANCO PERLADO NEGRO
PRECIO ESPECIAL POR UNIDADES HASTA AGOTAR STOCK , MANTENIMIENTO EN LA MARCA, GARANTIA 3 AÑOS O 90.000 KMS Y BATERIAS HASTA 8 AÑOS, RECIBIMOS VEHICULOS EN PAGO, FINANCIAMIENTO AUTOMOTRIZ TASA PREFERENCIAL 1.6%, TARJETA DE CREDITO , VEHICULO DISPONIBLE EN NUESTRO LOCAL UBICADO EN SECTOR METRO BILBAO, LUNES A VIERNES DE 9:30 A 18:00 Y SABADO DE 10:00 A 13:30

- subsidio permiso circulación no paga patente hasta 2025 y desde esa fecha paga un 25% por el tercer y cuarto año, 50% quinto y sexto, 75% séptimo y octavo.
- autonomía hasta 320 kms
- incluye cargadores de domicilio y cable para carga en estaciones de carga rapida
- Motor 100 % eléctrico
- Tracción delantera
- Llantas de aleacion aro 19""
- Climatizador
- Asientos de cuero
- Volante forrado en cuero / multifuncional
- Radio carplay con 10 bocinas
- Airbags frontales, laterales y cortina
- sensores delanteros y traseros y cámara de estacionamiento 360°
- Modos de conducción Eco-pro / Confort / Sport
- Luce",,,,1
SSANGYONG,ACTYON,,11490000,62944,,Santiago,13,2019,,,,XXXW08,,,,,1
TOYOTA,4RUNNER,,17800000,267934,,Vitacura,13,2013,,,,FVCF83,"La Toyota 4Runner 4.0 4X4 Limited AUT. incluye asientos de cuero, climatizador automático, sistema de audio premium con pantalla táctil, cámara de reversa, frenos ABS, control de estabilidad, control de tracción, airbags frontales y laterales, y llantas de aleación. También cuenta con sistema de navegación, techo solar, sistema de entrada sin llave, y asientos delanteros calefactables y ajustables eléctricamente.3 Meses de Garantia. Credito desde 20% de pie. Pago contado. Tarjetas debito, credito. ",,,,1
CHERY,GRAND TIGGO,,8680000,64000,,Santiago,13,2020,,,,XXXW05,,,,,1
CHANGAN,CS15,,5200000,120000,,San Miguel,13,2018,,,,BBBC03,,True,,,1
SUZUKI,BALENO,,8680000,50047,,Santiago,13,2018,,,,KLZL47,,,,,1
NISSAN,VERSA,,10990000,76800,,Cerrillos,13,2021,,,,RCBP93,,,,,1
AUDI,A4,,18990000,32052,,Maipú,13,2019,,,,LFHZ21,,,,,1
FORD,BRONCO,,25900000,37700,,Lo Barnechea,13,2022,,,,RWWS57,,,,,1
KIA,RIO 5,,9890000,57600,,Cerrillos,13,2018,,,,KPGC22,,,,,1
VOLVO,S60,"T6 AWD 2,0 LTS. SEDÁN 4P. T/A OTTO",30990000,85000,2.0,Temuco,9,2021,gasolina,automatico,4,PJXR17,"VERSION INSCRIPTION

Exelente Estado, full equipo.
- Financiamiento hasta 48 meses.
- Pie desde 30%.
- Aprobación en minutos.

Alternartivas de Garantia mecanica desde 3 a 6 meses, con coberturas a traves de Garantiauto*.

Contactos:
Enrique Chureo +56991811283
Daniel Pacheco +56987420811

Visitanos en Av. Alemania #1615, Temuco.",True,True,True,1
PEUGEOT,308,,13900000,43000,,Lo Barnechea,13,2019,,,,LPBY27,,,,,1
MAZDA,MX5,,20900000,25400,,Lo Barnechea,13,2017,,,,JCWH93,,,,,1
MAZDA,MAZDA3,,12480000,64500,,Lo Barnechea,13,2019,,,,KWRV85,"Mantenimiento en la marca, único dueño, copia de llave, versión Sport, motor 2.000 CC, caja de cambios manual seis velocidades, volante multifuncional con velocidad crucero, computador a bordo, pantalla touch con cámara trasera de estacionamiento, faros de xenón, control de estabilidad, botón de encendido start stop.",True,True,True,1
BMW,420,,25900000,58100,,Lo Barnechea,13,2019,,,,LBSL16,,,,,1
M. BENZ,X,,27900000,102200,,Lo Barnechea,13,2021,,,,PKFT88,,,,,1
PEUGEOT,2008,,29990000,6435,,Las Condes,13,2023,,,,SPYB91,,,,,1
